Search keyword report
22 May 2021 - 01 June 2021
Keyword status,Keyword,Ad group,Status,Status reasons,Match type,Final URL,Mobile final URL,Clicks,Impr.,CTR,Currency code,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate
Enabled,godrej washing machine service near me,Godrej,Not eligible,campaign paused,Broad match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,"""godrej service centre near me""",Godrej,Not eligible,campaign paused,Phrase match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,"""godrej customer care number 24x7""",Godrej,Not eligible,campaign paused; rarely served,Phrase match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,"""nearest godrej service center""",Godrej,Not eligible,campaign paused; rarely served,Phrase match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,godrej washing machine customer care number,Godrej,Not eligible,campaign paused,Broad match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,"""godrej helpline number""",Godrej,Not eligible,campaign paused,Phrase match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,godrej air condition repair,Godrej,Not eligible,campaign paused; rarely served,Broad match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,godrej ac service centre near me,Godrej,Not eligible,campaign paused,Broad match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,godrej authorized service center near me,Godrej,Not eligible,campaign paused; rarely served,Broad match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,"""godrej authorised service centre near me""",Godrej,Not eligible,campaign paused; rarely served,Phrase match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,godrej air condition complaint,Godrej,Not eligible,campaign paused; rarely served,Broad match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,godrej air condition customer care number,Godrej,Not eligible,campaign paused; rarely served,Broad match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,godrej air condition repair service,Godrej,Not eligible,campaign paused; rarely served,Broad match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,godrej air condition repair service centre,Godrej,Not eligible,campaign paused; rarely served,Broad match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,godrej air condition service,Godrej,Not eligible,campaign paused; rarely served,Broad match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,godrej air condition service center,Godrej,Not eligible,campaign paused; rarely served,Broad match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,godrej air condition service centre near me,Godrej,Not eligible,campaign paused; rarely served,Broad match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,godrej air condition service near me,Godrej,Not eligible,campaign paused; rarely served,Broad match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,godrej authorized customer care near me,Godrej,Not eligible,campaign paused; rarely served,Broad match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,godrej customer care air condition,Godrej,Not eligible,campaign paused; rarely served,Broad match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,"""godrej care mobile number""",Godrej,Not eligible,campaign paused,Phrase match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,"""godrej care near me""",Godrej,Not eligible,campaign paused,Phrase match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,"""godrej care toll free number""",Godrej,Not eligible,campaign paused; rarely served,Phrase match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Enabled,"""godrej centre near me""",Godrej,Not eligible,campaign paused,Phrase match,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Total: All but removed keywords,,,,,,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
Total: Account,,,,,,,,0,0, --,INR, --,0.00,0.00,0.00,0.00%
